,timestamp,visitorid,event,itemid,transactionid
371078,1434648402183,3,view,820,
371699,1434670493941,20,view,1,
371938,1434644844138,3,view,821,
372163,1434643014793,3,view,579,
372582,1434681473790,3,view,814,
372712,1434677172756,29,view,5,
372715,1434677167879,29,view,6,
375468,1434761690988,20,view,32,
377110,1434761225329,0,view,822,
377129,1434761696611,0,view,586,
377211,1434761400702,20,view,21,
377744,1434721858880,20,view,17,
378989,1434770074243,29,view,6,
380589,1434738509011,0,view,28,
381234,1434761404172,20,view,1,
382976,1434721557544,20,view,21,
382994,1434722060382,20,view,21,
384094,1434750950305,11,view,823,
386182,1434738508793,0,view,37,
386468,1434761898477,20,view,21,
387411,1434721858470,20,view,32,
388023,1434735424976,11,view,824,
388961,1434770074243,29,view,5,
389278,1434738508794,0,view,586,
389522,1434761691382,20,view,17,
389655,1434761448073,0,view,802,
389745,1434761398447,20,view,21,
390889,1434721545942,20,view,21,
390895,1434721548368,20,view,1,
393260,1434842670700,11,view,825,
394689,1434809501619,20,view,21,
394701,1434811319490,18,view,360,
395167,1434851088912,11,view,826,
396096,1434808813264,20,view,1,
396213,1434809260936,20,view,32,
396217,1434809261751,20,view,17,
396276,1434812268237,11,view,827,
396387,1434780253049,29,view,6,
396389,1434780254160,29,view,5,
397008,1434842267717,11,view,635,
397575,1434857614716,11,view,828,
398550,1434808813311,20,view,21,
398923,1434801745771,29,view,5,
400929,1434857675186,11,view,829,
401144,1434812622088,11,view,830,
403844,1434812833309,11,view,831,
404145,1434801745222,29,view,6,
404472,1434850442767,29,view,5,
405704,1434860437575,11,view,832,
406277,1434808814080,20,view,21,
406319,1434812760564,11,view,833,
406441,1434812814963,11,view,834,
407040,1434850439107,29,view,6,
407494,1434918923866,3,addtocart,835,
407564,1434920199428,3,view,836,
407577,1434919450295,3,view,837,
407796,1434946990648,11,view,838,
408030,1434911840249,3,view,804,
408066,1434915449085,3,view,146,
408149,1434916053734,3,view,839,
408162,1434910998511,3,view,840,
408178,1434915452977,3,view,146,
408730,1434937399423,3,addtocart,841,
409369,1434897384474,20,view,21,
409455,1434926904034,3,view,842,
410044,1434905436741,3,view,843,
410071,1434905356296,3,view,844,
410080,1434905447753,3,addtocart,843,
410221,1434905731955,3,transaction,843,16755.0
410342,1434904537960,3,view,845,
410404,1434937218470,3,view,841,
410436,1434937428379,3,view,846,
410476,1434934122003,3,view,843,
410600,1434934289727,3,view,843,
410676,1434918893590,3,view,835,
410696,1434917197629,3,view,847,
410847,1434921030334,3,view,493,
411886,1434871006986,18,view,360,
412151,1434915885205,3,view,848,
412236,1434947407820,11,view,849,
412534,1434939576953,11,view,825,
412680,1434939806910,3,view,850,
412766,1434926822451,3,view,851,
412855,1434924416437,3,view,852,
412936,1434927188021,20,view,21,
413228,1434908504425,3,view,853,
413253,1434905356468,3,addtocart,844,
413287,1434938582639,3,view,275,
413420,1434934165484,3,view,843,
413495,1434937999405,3,view,854,
413560,1434911201278,3,view,840,
413723,1434915592089,3,view,855,
413773,1434916215561,3,transaction,839,10777.0
413832,1434940088266,3,addtocart,850,
414066,1434932791300,3,view,856,
414097,1434932805102,3,view,857,
414196,1434932232910,3,view,858,
414453,1434947461789,11,view,859,
414556,1434946336200,11,view,860,
414872,1434896028959,11,view,861,
414884,1434897846397,20,view,21,
415027,1434897666062,20,view,17,
415299,1434919924104,3,view,862,
415389,1434920761162,3,view,493,
415476,1434920243522,3,addtocart,836,
415534,1434919960915,3,addtocart,862,
415538,1434916288242,3,view,839,
415561,1434926963085,20,view,17,
415677,1434925192599,3,view,863,
415856,1434905731986,3,transaction,844,16755.0
416167,1434947379288,11,view,859,
416239,1434946377861,11,view,864,
416544,1434934402986,3,view,865,
416594,1434938653048,3,addtocart,275,
416686,1434912929756,3,view,866,
416815,1434915535667,3,view,867,
416866,1434911787908,3,view,319,
417023,1434931569178,3,view,868,
417083,1434932777413,3,view,857,
417190,1434931642748,3,view,868,
417226,1434919192571,3,view,493,
417330,1434919471773,3,view,869,
417423,1434920956647,3,addtocart,493,
417449,1434917443835,3,view,870,
417469,1434919544127,3,view,837,
417993,1434900393182,3,view,871,
418101,1434940246323,3,transaction,850,3626.0
418414,1434926697015,20,view,21,
418418,1434926710007,20,view,21,
418577,1434926876010,3,addtocart,851,
419032,1434938742429,3,transaction,275,10476.0
419292,1434911264555,3,view,319,
419350,1434916018193,3,view,848,
419516,1434931874748,3,view,872,
419994,1434945786042,11,view,873,
420096,1434919062684,3,transaction,835,4006.0
420098,1434919458401,3,addtocart,837,
420738,1434897654617,20,view,32,
420785,1434899765003,3,view,607,
420849,1434900492539,3,view,874,
420851,1434897382443,20,view,1,
420852,1434897378583,20,view,21,
421412,1434927109250,3,view,875,
421504,1434926702754,20,view,1,
422116,1434931220632,3,view,876,
422204,1434933129035,3,view,877,
422516,1434902321858,3,view,878,
422661,1434915532297,3,view,867,
422689,1434915926461,3,addtocart,848,
422741,1434916081226,3,addtocart,839,
422814,1434911129576,3,view,879,
422852,1434915844519,3,view,855,
422863,1434915623886,3,view,499,
423761,1434920389739,3,view,836,
423867,1434919683330,3,transaction,837,16386.0
423878,1434920145422,3,transaction,862,14710.0
424231,1434926009068,3,view,880,
424246,1434926953314,20,view,32,
424727,1434991589817,3,view,881,
425207,1434986459011,20,view,21,
427102,1435001452410,29,view,6,
427469,1435010369089,3,view,671,
427543,1435034406311,11,view,882,
427791,1434986828613,20,view,32,
427882,1434988353955,29,view,5,
427904,1434990452268,3,view,883,
428612,1434996759963,3,view,884,
429061,1435015759570,20,view,32,
429147,1435015496742,20,view,21,
429279,1434973607159,11,view,859,
430789,1435002594351,29,view,6,
430871,1435001810350,29,view,5,
431706,1434989357267,3,view,736,
431739,1434990408932,3,view,885,
431884,1434990687526,3,view,883,
432640,1435008967932,18,view,360,
433101,1435011486883,3,view,886,
433616,1435015767538,20,view,17,
434499,1435028914174,18,view,360,
434553,1435027151944,29,view,6,
434992,1435002579421,29,view,5,
435040,1435000880593,11,view,887,
435252,1434996750285,3,addtocart,888,
435332,1434998275813,29,view,5,
435376,1434996977936,3,transaction,888,13004.0
435953,1435021002696,3,view,889,
436379,1435026529959,3,view,588,
436791,1435015498987,20,view,1,
437643,1434995975130,3,view,579,
437988,1434965256291,29,view,5,
438767,1435001447533,29,view,5,
439577,1434987142721,20,view,21,
439618,1434987423335,20,view,21,
439833,1434990261209,3,addtocart,883,
439865,1434990187399,3,view,883,
440422,1435015949066,20,view,21,
440845,1434996188521,3,view,890,
440916,1434997586153,0,view,28,
440918,1434997586153,0,view,586,
440959,1434996686427,3,view,888,
441975,1434965253623,29,view,6,
442463,1434982299931,29,view,6,
443167,1434991136795,3,view,891,
443275,1434986828597,20,view,17,
443585,1435002521905,11,view,892,
444833,1435015501960,20,view,21,
445449,1434996565855,3,view,579,
445496,1434998282925,29,view,6,
445557,1434996777049,3,view,888,
445637,1434996455977,3,transaction,579,14236.0
446462,1435027129702,29,view,5,
446760,1435001819247,29,view,6,
446804,1435000909223,11,view,893,
447347,1434982301358,29,view,5,
447647,1434988375143,29,view,6,
447811,1435023403488,3,view,894,
448272,1435093952245,29,view,5,
448395,1435096217104,10,view,895,
448425,1435096194916,10,view,896,
449052,1435102617876,0,view,586,
449055,1435102617876,0,view,28,
449424,1435084990460,10,view,897,
449584,1435084723242,10,view,898,
449602,1435084360457,10,view,899,
449605,1435085549343,10,view,900,
449612,1435085067589,10,view,897,
450927,1435101207940,0,view,759,
452319,1435093963136,29,view,6,
452445,1435096402471,0,view,37,
453013,1435102611893,20,view,21,
453139,1435102343200,20,view,17,
453398,1435085075679,10,view,897,
453422,1435083593740,29,view,6,
453555,1435084425809,10,view,899,
455071,1435101145072,0,view,586,
455093,1435089924112,10,view,901,
457407,1435084373230,10,view,899,
457429,1435083579014,29,view,5,
457516,1435085071706,10,view,902,
460399,1435078784277,18,view,360,
461332,1435084395559,10,view,903,
461403,1435084370423,10,view,903,
461436,1435084169122,10,view,904,
461491,1435084347971,10,view,899,
461500,1435084496672,10,view,905,
461545,1435085484281,11,view,906,
461568,1435085051558,10,view,897,
462644,1435088774070,11,view,907,
462824,1435101995957,20,view,21,
462829,1435101991585,20,view,1,
462948,1435101159888,0,view,586,
463009,1435101786020,0,view,759,
464341,1435096402409,0,view,586,
464349,1435096402753,0,view,28,
465146,1435102617829,0,view,759,
465276,1435083901767,10,view,908,
465330,1435085056517,10,view,909,
465908,1435067126900,20,view,21,
466605,1435086265735,10,view,898,
468118,1435096172601,10,view,910,
468173,1435096402425,0,view,586,
468870,1435089938499,10,view,901,
468922,1435102617766,0,view,37,
468929,1435102341376,20,view,32,
469287,1435084129547,10,view,904,
470421,1435089442424,11,view,911,
470565,1435086750226,10,view,912,
470685,1435101135855,0,view,586,
470848,1435101991616,20,view,21,
473320,1435137410659,18,view,360,
474446,1435189281864,20,view,21,
475874,1435205102248,0,view,37,
476397,1435188774599,20,view,21,
477133,1435156115036,20,view,21,
477450,1435205593321,18,view,360,
479470,1435205102233,0,view,759,
480516,1435156386293,20,view,17,
480675,1435156596688,20,view,21,
480733,1435157982985,11,view,913,
482152,1435195986665,29,view,6,
482286,1435195723083,10,view,914,
482414,1435182661424,10,view,915,
484099,1435156122734,20,view,21,
484130,1435156385506,20,view,32,
484750,1435189082692,20,view,17,
487493,1435156119911,20,view,1,
488273,1435188768710,20,view,21,
488428,1435189081014,20,view,32,
491881,1435188775538,20,view,1,
492058,1435174369618,0,view,759,
492644,1435195977415,29,view,5,
492786,1435268651336,3,view,916,
493075,1435281250185,11,view,917,
493454,1435260799129,3,view,918,
493624,1435265125203,3,view,919,
493681,1435263210786,3,view,920,
493699,1435263155000,20,view,1,
493704,1435263272621,3,addtocart,920,
494387,1435242534512,20,view,32,
495013,1435294685372,11,view,921,
495043,1435297034933,18,view,922,
495168,1435274280508,3,view,923,
495195,1435273593887,20,view,21,
495360,1435275584499,3,view,924,
495694,1435250230013,3,view,724,
495778,1435248790952,3,view,925,
495780,1435248786089,3,view,926,
496120,1435286721347,0,view,927,
496156,1435283886481,3,view,145,
496558,1435251841506,0,view,37,
496798,1435274518207,11,view,928,
496825,1435271674407,11,view,929,
496832,1435273880434,11,view,930,
496894,1435273587184,20,view,1,
497138,1435269451332,3,view,931,
497361,1435264985103,3,addtocart,919,
497475,1435264954999,3,view,919,
498346,1435262236604,3,addtocart,932,
498478,1435261134023,3,transaction,918,1439.0
498553,1435260966068,3,addtocart,918,
498936,1435297083317,18,view,933,
499147,1435248781152,3,view,934,
499557,1435281809503,3,view,935,
499991,1435254721258,3,transaction,936,397.0
500154,1435262097470,3,view,932,
500655,1435268282784,3,view,937,
500866,1435269591523,3,transaction,931,6285.0
500930,1435241459190,11,view,938,
501008,1435244973307,3,view,939,
501019,1435244967383,3,view,940,
501065,1435244943449,3,view,941,
501070,1435242383534,20,view,21,
501239,1435278400976,11,view,942,
501309,1435278806847,3,view,256,
501445,1435263138664,20,view,21,
501562,1435266326394,3,addtocart,943,
501627,1435263465853,3,transaction,920,1293.0
501765,1435250166427,3,view,944,
501809,1435248277381,3,view,945,
501985,1435274811746,11,view,928,
502025,1435275859445,29,view,5,
502093,1435274434652,11,view,928,
502179,1435273731711,20,view,32,
502187,1435274498940,3,view,924,
502581,1435297059178,18,view,360,
502767,1435281716775,3,view,946,
503032,1435269473639,3,addtocart,931,
503223,1435270147240,3,transaction,916,11492.0
503689,1435262545335,3,transaction,932,7670.0
503982,1435266308574,3,view,943,
504307,1435256440134,3,view,46,
504679,1435245113434,3,addtocart,947,
504967,1435292144587,11,view,948,
505222,1435248771601,3,view,949,
505430,1435274638295,3,addtocart,924,
505464,1435273745847,20,view,17,
505481,1435273765376,20,view,21,
505496,1435274684633,3,view,924,
505597,1435275888598,3,transaction,924,8643.0
505625,1435275527988,3,view,950,
505665,1435280368812,3,view,593,
506315,1435282561343,0,view,759,
506460,1435269055897,3,view,916,
506758,1435280036927,3,view,951,
507029,1435242390455,20,view,21,
507055,1435242385453,20,view,1,
507182,1435242631787,20,view,21,
507376,1435266607821,3,transaction,943,14610.0
507386,1435264808064,3,view,952,
507390,1435264815988,3,view,838,
507544,1435255358734,3,view,340,
507744,1435255389861,3,view,724,
508021,1435254378747,3,view,936,
508080,1435254515004,3,addtocart,936,
508596,1435261877491,3,view,953,
508780,1435274661864,3,view,950,
508796,1435274398219,3,view,954,
508901,1435275865773,29,view,6,
509231,1435296839543,18,view,360,
509399,1435249510019,3,view,955,
509779,1435282561358,0,view,37,
509852,1435271231704,11,view,956,
509955,1435268464344,3,view,957,
510147,1435280183817,3,view,599,
510697,1435264795325,3,view,838,
511435,1435242539185,20,view,17,
511506,1435244979315,3,view,947,
512131,1435263135818,20,view,21,
512377,1435273583551,20,view,21,
512379,1435274315013,3,view,958,
512695,1435293263130,11,view,959,
512962,1435249724252,3,view,960,
514582,1435462644763,11,view,420,
514618,1435421235468,20,view,21,
514928,1435397386456,18,view,360,
516453,1435462440316,11,view,961,
516566,1435464207083,29,view,6,
517332,1435421554418,20,view,21,
517457,1435421245352,20,view,21,
521570,1435464195103,29,view,5,
522443,1435421248399,20,view,1,
522661,1435421436586,20,view,17,
524293,1435462686219,11,view,962,
524336,1435462531376,11,view,963,
525970,1435453445278,18,view,360,
527977,1435421428363,20,view,32,
529523,1435358010507,20,view,1,
529623,1435358215929,20,view,32,
529881,1435348851034,11,view,964,
529885,1435349317425,11,view,965,
529888,1435349235603,11,view,966,
529889,1435348158140,11,view,967,
529897,1435348828626,11,view,968,
529904,1435348818953,11,view,969,
529935,1435350683032,11,view,970,
529941,1435350596984,11,view,971,
529953,1435348747576,3,view,972,
529955,1435349345917,11,view,973,
529967,1435350618406,11,view,974,
529974,1435350478263,11,view,975,
529986,1435349290294,11,view,970,
530001,1435348673175,11,view,976,
530057,1435348574609,11,view,977,
530084,1435348513979,11,view,967,
530099,1435348473363,11,view,978,
530105,1435349169189,11,view,979,
530131,1435350690079,11,view,965,
530142,1435348317834,11,view,971,
530145,1435350609734,11,view,968,
530149,1435349248418,11,view,970,
530157,1435350333730,3,view,478,
530509,1435345672276,11,view,980,
530523,1435343408463,3,addtocart,981,
531382,1435373913111,29,view,5,
531773,1435365267124,3,transaction,982,4354.0
531817,1435365570992,3,view,983,
531856,1435362070017,3,view,984,
531965,1435365092174,11,addtocart,985,
531982,1435360464729,3,view,986,
532304,1435348012898,11,view,987,
532340,1435348437827,11,view,974,
532349,1435348500127,11,view,988,
532370,1435348712654,11,view,989,
532379,1435348834748,11,view,990,
532382,1435348857598,11,view,991,
532383,1435348876211,11,view,992,
532412,1435349172957,11,view,976,
532456,1435350679094,3,view,993,
532510,1435350386200,3,addtocart,478,
532518,1435350493326,11,view,989,
532527,1435350553874,11,view,994,
532534,1435350602827,11,view,988,
532535,1435350605343,11,view,995,
532536,1435350615734,11,view,990,
533690,1435368636614,3,view,996,
534729,1435364166337,3,addtocart,997,
534791,1435364428331,3,transaction,997,3118.0
534823,1435364095314,3,view,997,
534863,1435362577611,11,view,998,
534905,1435364882543,3,view,982,
534967,1435344478137,3,view,999,
535121,1435342553048,3,view,1000,
535712,1435337204852,3,view,1001,
535727,1435359943290,11,view,917,
535888,1435358661594,11,view,1002,
535893,1435358677469,11,addtocart,1002,
535933,1435358765835,11,view,1003,
535966,1435358853825,11,view,1004,
536279,1435349376837,11,view,987,
536280,1435348382243,11,view,971,
536303,1435350486717,11,view,1005,
536309,1435350469248,3,transaction,478,6174.0
536312,1435348454882,3,view,1006,
536318,1435349360925,11,view,994,
536340,1435348545480,11,view,1007,
536344,1435349175692,11,view,975,
536355,1435347013578,11,view,1007,
536359,1435348485814,11,view,967,
536371,1435347686654,18,view,360,
536384,1435348688725,11,view,1005,
536387,1435350563733,11,view,1008,
536391,1435350521858,11,view,965,
536393,1435350505670,11,view,966,
536430,1435348519370,11,view,969,
536433,1435350685657,11,view,1009,
536475,1435350496232,11,view,1010,
536493,1435348107836,11,view,967,
536588,1435371303449,3,view,1011,
536768,1435343692826,3,transaction,981,5656.0
536957,1435342462936,3,view,1012,
537304,1435322987947,11,view,921,
537455,1435338718592,3,view,1013,
537456,1435341260644,3,view,1014,
537545,1435341153420,3,view,623,
538136,1435365509319,11,addtocart,1015,
538146,1435362515155,11,view,1016,
538205,1435364804832,11,addtocart,1015,
538209,1435365093208,11,addtocart,1017,
538280,1435364790581,11,addtocart,1017,
538335,1435362157027,3,view,1018,
538379,1435373922965,29,view,6,
538563,1435350567405,11,view,917,
538570,1435350489154,11,view,1019,
538581,1435350642344,11,view,1020,
538584,1435348823279,11,view,967,
538586,1435348534953,11,view,1021,
538631,1435348680813,11,view,975,
538648,1435348564163,11,view,1022,
538650,1435348868299,11,view,977,
538657,1435348507709,11,view,995,
538667,1435349424674,11,view,1005,
538668,1435348742192,11,view,989,
538669,1435348845896,11,view,1023,
538670,1435349438206,11,view,1024,
538675,1435348872840,11,view,1020,
538688,1435350645187,11,view,992,
538706,1435350664453,11,view,975,
538720,1435348099085,11,view,969,
538733,1435350559702,11,view,987,
538742,1435349177624,11,view,1005,
538760,1435350591765,11,view,969,
538767,1435348667519,11,view,979,
538775,1435348699220,11,view,1019,
538787,1435350378200,3,view,478,
538790,1435348413139,11,view,1025,
538800,1435349214544,11,view,1024,
538810,1435349206940,11,view,989,
538817,1435350631328,11,view,991,
539190,1435350694172,11,view,921,
539241,1435350728142,11,view,1026,
539266,1435350748861,11,view,1027,
539268,1435353071237,3,view,1028,
539914,1435342413617,3,view,999,
540211,1435359295878,0,view,759,
540359,1435358218036,20,view,17,
540406,1435358003583,20,view,21,
540599,1435302809394,18,view,360,
540771,1435337241411,11,view,1029,
540970,1435365416195,11,view,1030,
541026,1435364835386,11,addtocart,1017,
541033,1435365197772,3,view,982,
541064,1435365073747,11,addtocart,1002,
541071,1435361366999,11,view,1031,
541226,1435365124182,3,view,1032,
541241,1435363425482,11,addtocart,1002,
541244,1435364778913,11,view,1017,
541728,1435348421935,11,view,990,
541784,1435348854086,11,view,1021,
541794,1435350599484,11,view,978,
541802,1435348660755,11,view,1033,
541807,1435347079565,11,view,1034,
541820,1435348654888,11,view,1035,
541822,1435347895667,11,view,928,
541829,1435350700438,3,view,1036,
541844,1435350626547,11,view,964,
541855,1435349383751,11,view,1008,
541858,1435350612140,11,view,1025,
541865,1435349330433,11,view,921,
541871,1435349200855,11,view,1019,
541879,1435350654156,11,view,1035,
541909,1435348843238,11,view,1037,
541911,1435348452429,11,view,964,
541922,1435349285862,11,view,966,
541934,1435348180202,11,view,995,
541949,1435348405143,11,view,968,
541960,1435348718338,11,view,1010,
541972,1435349415711,11,view,971,
541977,1435348837549,11,view,974,
541985,1435350527077,11,view,921,
541987,1435349410576,11,view,967,
541988,1435346887534,3,view,1038,
541989,1435348006157,11,view,1008,
542206,1435338609194,3,view,1013,
542280,1435369017713,3,view,1039,
542347,1435368415914,12,view,1040,
542777,1435301795271,18,view,360,
543136,1435343245614,3,view,999,
543396,1435358006470,20,view,21,
543511,1435359948459,11,view,1008,
543522,1435360043182,11,view,1041,
543626,1435351729404,3,view,1042,
543700,1435353213349,3,transaction,1028,1572.0
543768,1435350739017,11,view,987,
544364,1435365207083,11,view,1030,
544400,1435360501753,3,view,56,
544457,1435364892546,11,view,1002,
544493,1435365103426,3,addtocart,982,
544599,1435365667943,11,transaction,1017,518.0
544899,1435348479587,11,view,971,
544911,1435350517311,11,view,1009,
544928,1435350674360,11,view,1010,
544952,1435348555431,3,view,1043,
544963,1435350680672,11,view,966,
544968,1435348583805,11,view,1020,
544972,1435348591762,11,view,992,
544977,1435348597725,11,view,928,
544983,1435348604597,11,view,1034,
544988,1435350589468,11,view,1010,
545001,1435348631468,11,view,1007,
545016,1435350572015,11,view,1044,
545052,1435350669703,11,view,1019,
545055,1435348128582,11,view,967,
545083,1435350530998,11,view,1045,
545091,1435347724340,18,view,933,
545122,1435348879607,11,view,928,
545127,1435348390160,3,view,1006,
545157,1435359933982,11,view,1027,
545211,1435359938539,11,view,1044,
545234,1435358349036,20,view,21,
545316,1435358771856,11,view,1004,
545440,1435341242178,3,view,757,
545456,1435341009515,3,view,623,
545581,1435340650961,3,view,1046,
545660,1435338449732,3,view,1013,
545811,1435331366444,3,view,1047,
546276,1435343390754,3,view,981,
546515,1435353141911,3,addtocart,1028,
546739,1435350702782,11,view,1041,
547028,1435371357914,3,addtocart,1011,
547591,1435365667943,11,transaction,1002,518.0
547730,1435365554881,3,view,983,
547757,1435364829748,11,addtocart,985,
547831,1435333516082,3,view,1048,
548583,1435515149311,29,view,6,
554363,1435549423396,29,view,6,
558293,1435524749337,18,view,1049,
558920,1435515142128,29,view,5,
559125,1435508072576,20,view,32,
559275,1435507840494,20,view,1,
561660,1435524691561,18,view,360,
562393,1435507821599,20,view,21,
562460,1435508179623,20,view,21,
563079,1435549413873,29,view,5,
564438,1435507855521,20,view,21,
564603,1435508075774,20,view,17,
567382,1435620623026,29,view,6,
567553,1435620616005,29,view,5,
567800,1435600706217,3,view,1050,
567849,1435601390341,11,view,1051,
568259,1435591187899,20,view,1,
568827,1435606793480,11,view,1052,
568906,1435607794477,11,view,1053,
569661,1435592538937,3,view,1054,
569794,1435592158865,3,addtocart,1054,
569848,1435593456304,3,view,1055,
569950,1435628908977,3,view,1056,
569987,1435628968675,3,view,1057,
570088,1435629264944,3,view,1057,
570096,1435629038071,3,view,1058,
570133,1435628941007,3,view,1059,
570745,1435598986658,0,view,759,
571249,1435624748385,20,view,17,
572050,1435568384613,18,view,360,
572110,1435591178974,20,view,21,
572196,1435591556909,3,addtocart,1060,
572299,1435591186738,20,view,21,
573489,1435609125103,3,view,1061,
573526,1435593486947,3,addtocart,1062,
573785,1435624806102,20,view,21,
573793,1435629079548,3,view,1063,
573817,1435628638095,3,addtocart,1059,
574038,1435626378099,11,view,1011,
575303,1435624611535,20,view,21,
576085,1435591327507,20,view,32,
576097,1435591328590,20,view,17,
576500,1435593486634,3,view,1062,
576697,1435592598491,3,view,1064,
577312,1435608158575,11,view,1065,
577704,1435628475723,3,view,1056,
577771,1435629161535,3,view,1066,
577813,1435628746612,3,view,1067,
577828,1435629116317,3,view,1068,
577903,1435628734495,3,view,1056,
579416,1435601443560,0,view,1069,
580015,1435591397058,20,view,21,
580091,1435591505867,3,view,1060,
581324,1435592111711,3,view,1054,
581652,1435625202372,11,view,977,
581696,1435629352278,3,view,1067,
581816,1435630574213,3,addtocart,1070,
581880,1435630703780,3,transaction,1070,14070.0
582244,1435601143195,0,view,586,
582301,1435596638399,11,view,1071,
582345,1435598986661,0,view,37,
582428,1435596811406,11,view,1072,
583126,1435620162227,3,view,1073,
583698,1435589037011,17,view,1074,
585016,1435593499008,3,view,1075,
585072,1435593512644,3,view,1076,
585241,1435592333777,3,transaction,1054,6252.0
585278,1435628719280,3,view,1056,
585282,1435628427698,3,view,1056,
585300,1435628995408,3,view,1077,
585355,1435628680799,3,view,1078,
585356,1435629413647,3,addtocart,1067,
585518,1435626150135,11,view,173,
585698,1435630496353,3,view,1070,
585750,1435630419598,3,view,1079,
585831,1435630703795,3,transaction,1080,14070.0
586833,1435624618425,20,view,1,
586857,1435624749593,20,view,32,
586918,1435624615373,20,view,21,
587639,1435589098744,17,view,1074,
588512,1435618527459,0,view,759,
588994,1435592397097,3,view,1054,
589006,1435593508981,3,view,1076,
589267,1435593502085,3,view,1075,
589341,1435629497487,3,view,68,
589387,1435629027431,3,view,1063,
589390,1435629746331,3,transaction,1067,5527.0
589416,1435628673345,3,view,1056,
589488,1435628489897,3,view,1059,
589514,1435628661701,3,view,1056,
589551,1435629126165,3,view,1063,
589576,1435718099075,3,addtocart,1081,
589852,1435700373349,11,view,1082,
589921,1435702372553,11,addtocart,1082,
589947,1435702371991,11,view,1082,
590713,1435711541866,10,view,1083,
591324,1435677661388,3,view,1084,
591464,1435670803900,20,view,21,
592451,1435696924856,11,view,1085,
592598,1435682005549,10,view,1086,
592662,1435682121447,10,addtocart,1086,
592746,1435677779687,3,view,1087,
592790,1435677956562,10,view,1088,
592794,1435680532856,3,view,1089,
592806,1435677991920,10,view,1090,
593411,1435683207540,3,view,1091,
593627,1435670779987,20,view,21,
594125,1435712062932,29,view,6,
595456,1435691704497,3,transaction,1092,4928.0
595616,1435705012496,3,view,1093,
596605,1435715794932,20,view,21,
596615,1435713908789,10,view,1094,
597021,1435698864506,11,view,1095,
597135,1435700348960,11,view,1096,
597207,1435710325962,3,view,1097,
597437,1435697295762,11,view,1095,
597616,1435696050639,3,view,165,
598506,1435683129266,3,view,1098,
598866,1435691551080,3,addtocart,1092,
598972,1435691411469,3,view,1092,
599137,1435703263318,11,view,1099,
599256,1435705473220,3,view,1093,
599296,1435706037321,3,view,1100,
599334,1435705534380,3,addtocart,1093,
599660,1435678860558,3,view,295,
599836,1435677836661,10,view,1101,
599921,1435715611016,20,view,1,
600133,1435717175994,0,view,37,
600216,1435718226717,3,view,1081,
600827,1435683340499,3,view,1098,
600968,1435717175994,0,view,759,
600984,1435715747488,20,view,17,
601386,1435712055204,29,view,5,
602378,1435690247754,10,view,1102,
602693,1435705735175,11,view,1103,
602743,1435704968925,3,addtocart,1093,
602797,1435702916692,11,addtocart,887,
602819,1435703244860,11,view,765,
602871,1435702956884,11,view,887,
602900,1435704935945,3,view,1093,
603167,1435680273614,3,view,1089,
603177,1435677886848,10,view,1101,
603214,1435678003365,3,view,1087,
603284,1435682119239,10,view,1086,
603306,1435682538361,3,view,1104,
603334,1435677779874,10,view,1105,
603365,1435682134911,10,view,1086,
603371,1435682376289,10,view,1086,
604796,1435710265422,3,view,1106,
604809,1435710301802,3,view,1107,
604837,1435690231817,10,view,1108,
605464,1435671017311,20,view,21,
605483,1435670951928,20,view,17,
606251,1435706183132,3,view,1109,
606315,1435706150594,3,view,1110,
606613,1435678829828,3,view,1087,
606622,1435677950359,3,addtocart,1087,
606778,1435678998517,3,view,1111,
606801,1435681985904,10,view,1112,
607155,1435718036352,3,view,1081,
607277,1435718190554,3,transaction,1081,16152.0
607656,1435670944902,20,view,32,
607766,1435670785920,20,view,1,
607843,1435677409056,10,view,499,
608268,1435711492486,10,view,1083,
608305,1435711618464,10,view,1083,
609828,1435705636226,3,transaction,1093,4725.0
610105,1435679808189,3,view,1113,
610407,1435715605839,20,view,21,
610492,1435715603969,20,view,21,
611188,1438442217147,11,view,1114,
611696,1438447222978,11,view,1115,
612260,1438412531898,18,view,1116,
613752,1438493012067,27,view,1117,
616012,1438442333161,11,view,1118,
616380,1438474220403,11,view,1119,
616724,1438446637306,11,view,1120,
617990,1438468718206,11,view,850,
619166,1438471081771,11,view,1121,
619502,1438460637804,11,view,1122,
620476,1438477526382,11,view,1123,
620496,1438477428512,11,view,1124,
621299,1438460627439,11,view,1122,
622421,1438463547790,1,view,1125,
625185,1438412406541,18,view,360,
627969,1438531416428,11,view,1126,
631506,1438558687118,1,view,1127,
633983,1438561422676,1,view,1128,
635890,1438529656352,26,view,1129,
638434,1438529533318,26,view,1130,
639065,1438554646994,1,view,1131,
639651,1438546244902,0,view,37,
643683,1438657566913,11,view,1132,
645131,1438650650750,1,view,1129,
646146,1438650973931,1,view,1133,
652536,1438647161375,1,view,1134,
654505,1438637322238,1,view,1135,
656134,1438651139680,1,view,1136,
656266,1438651059633,1,view,1137,
656312,1438650523450,1,view,1130,
658247,1438607946775,18,view,360,
659955,1438650606567,1,view,1138,
660109,1438650780936,1,view,1139,
660937,1438665041037,11,view,1132,
669096,1438696655131,27,view,1140,
672083,1438692804507,18,view,360,
679619,1438714275197,11,view,1141,
685600,1438811243602,11,view,1142,
691261,1438830755996,11,view,1143,
691957,1438810777834,11,view,1144,
692036,1438810583379,11,view,1145,
694984,1438798886276,0,view,37,
695232,1438795689461,18,view,1146,
